sheet,cell,row,column,source,target_header,value_state,reason,label,description
AVL 9180,E21,21,E/5,objective,DET/AÑO/PROCESO,empty,target_column_empty,REFERENCE HOUSING,"Rellenar columna 'DET/AÑO/PROCESO' en AVL 9180!E21 (fila 21, columna E/5). Contexto de fila: 'REFERENCE HOUSING' en B21."
AVL 9180,H9,9,H/8,objective,PRODUCTO A ENVIAR,empty,target_column_empty,"SNAPPAK, 9180 9181","Rellenar columna 'PRODUCTO A ENVIAR' en AVL 9180!H9 (fila 9, columna H/8). Contexto de fila: 'SNAPPAK, 9180 9181' en B9."
AVL 9180,H10,10,H/8,objective,PRODUCTO A ENVIAR,empty,target_column_empty,DEPROTEINIZER (125 ML),"Rellenar columna 'PRODUCTO A ENVIAR' en AVL 9180!H10 (fila 10, columna H/8). Contexto de fila: 'DEPROTEINIZER (125 ML)' en B10."
AVL 9180,H11,11,H/8,objective,PRODUCTO A ENVIAR,empty,target_column_empty,CLEANING SOLUTION 988-4,"Rellenar columna 'PRODUCTO A ENVIAR' en AVL 9180!H11 (fila 11, columna H/8). Contexto de fila: 'CLEANING SOLUTION 988-4' en B11."
AVL 9180,H12,12,H/8,objective,PRODUCTO A ENVIAR,empty,target_column_empty,SODIUM CONDITIONER,"Rellenar columna 'PRODUCTO A ENVIAR' en AVL 9180!H12 (fila 12, columna H/8). Contexto de fila: 'SODIUM CONDITIONER' en B12."
AVL 9180,H13,13,H/8,objective,PRODUCTO A ENVIAR,empty,target_column_empty,"URINE DILUENT, 125ML (tiempo en uso 5 meses)","Rellenar columna 'PRODUCTO A ENVIAR' en AVL 9180!H13 (fila 13, columna H/8). Contexto de fila: 'URINE DILUENT, 125ML (tiempo en uso 5 meses)' en B13."
AVL 9180,H14,14,H/8,objective,PRODUCTO A ENVIAR,empty,target_column_empty,ISETROL ELECTROLYTE CTRL L 1-3,"Rellenar columna 'PRODUCTO A ENVIAR' en AVL 9180!H14 (fila 14, columna H/8). Contexto de fila: 'ISETROL ELECTROLYTE CTRL L 1-3' en B14."
AVL 9180,H15,15,H/8,objective,PRODUCTO A ENVIAR,empty,target_column_empty,PAPER 91XX SERIES PRINTER 5/PKG,"Rellenar columna 'PRODUCTO A ENVIAR' en AVL 9180!H15 (fila 15, columna H/8). Contexto de fila: 'PAPER 91XX SERIES PRINTER 5/PKG' en B15."
AVL 9180,H16,16,H/8,objective,PRODUCTO A ENVIAR,empty,target_column_empty,AVL NA+ ELECTRODE,"Rellenar columna 'PRODUCTO A ENVIAR' en AVL 9180!H16 (fila 16, columna H/8). Contexto de fila: 'AVL NA+ ELECTRODE' en B16."
AVL 9180,H17,17,H/8,objective,PRODUCTO A ENVIAR,empty,target_column_empty,AVL K+ ELECTRODE,"Rellenar columna 'PRODUCTO A ENVIAR' en AVL 9180!H17 (fila 17, columna H/8). Contexto de fila: 'AVL K+ ELECTRODE' en B17."
AVL 9180,H18,18,H/8,objective,PRODUCTO A ENVIAR,empty,target_column_empty,AVL CA+ ELECTRODE,"Rellenar columna 'PRODUCTO A ENVIAR' en AVL 9180!H18 (fila 18, columna H/8). Contexto de fila: 'AVL CA+ ELECTRODE' en B18."
AVL 9180,H19,19,H/8,objective,PRODUCTO A ENVIAR,empty,target_column_empty,AVL CL ECTRODE,"Rellenar columna 'PRODUCTO A ENVIAR' en AVL 9180!H19 (fila 19, columna H/8). Contexto de fila: 'AVL CL ECTRODE' en B19."
AVL 9180,H20,20,H/8,objective,PRODUCTO A ENVIAR,empty,target_column_empty,"ELECTRODE, ISE REFERENCE, 91XX","Rellenar columna 'PRODUCTO A ENVIAR' en AVL 9180!H20 (fila 20, columna H/8). Contexto de fila: 'ELECTRODE, ISE REFERENCE, 91XX' en B20."
AVL 9180,H21,21,H/8,objective,PRODUCTO A ENVIAR,empty,target_column_empty,REFERENCE HOUSING,"Rellenar columna 'PRODUCTO A ENVIAR' en AVL 9180!H21 (fila 21, columna H/8). Contexto de fila: 'REFERENCE HOUSING' en B21."
